Pabrik,Tahun,Tipe,Pintu,Kursi,CC,Daerah,Harga
Toyota,2019-2023,Automatic,5,8,2393,Luar Jabodetabek,430000000
Toyota,2019-2023,Automatic,5,7,2393,Luar Jabodetabek,460000000
Toyota,2019-2023,Automatic,5,7,2393,Luar Jabodetabek,480000000
Toyota,2019-2023,Automatic,5,7,2393,Jabodetabek,496000000
Toyota,2019-2023,Automatic,5,8,2393,Luar Jabodetabek,355000000
Toyota,2019-2023,Automatic,5,8,2393,Jabodetabek,395000000
Toyota,2019-2023,Automatic,4,5,2393,Jabodetabek,505000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Luar Jabodetabek,359000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Luar Jabodetabek,388000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Jabodetabek,394000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Jabodetabek,423000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Jabodetabek,440000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Jabodetabek,447000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Jabodetabek,435000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Luar Jabodetabek,465000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Luar Jabodetabek,474000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Luar Jabodetabek,530000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Luar Jabodetabek,530000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Jabodetabek,584000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Luar Jabodetabek,665000000
Mitsubishi,<=2013,Automatic,5,7,2477,Luar Jabodetabek,235000000
Mitsubishi,<=2013,Automatic,5,7,2477,Luar Jabodetabek,279500000
Mitsubishi,<=2013,Automatic,5,7,2477,Luar Jabodetabek,255000000
Mitsubishi,2014-2018,Automatic,5,7,2477,Jabodetabek,290000000
Mitsubishi,2014-2018,Automatic,5,7,2477,Jabodetabek,265000000
Mitsubishi,2014-2018,Automatic,5,7,2477,Jabodetabek,379000000
Mitsubishi,2014-2018,Manual,5,7,2477,Luar Jabodetabek,389000000
Toyota,<=2013,Automatic,5,8,2494,Jabodetabek,205000000
Toyota,2014-2018,Automatic,5,8,2494,Jabodetabek,249000000
Toyota,2014-2018,Automatic,5,7,2494,Luar Jabodetabek,720000000
Toyota,2014-2018,Automatic,5,7,2494,Luar Jabodetabek,800000000
Toyota,2014-2018,Automatic,5,7,2494,Luar Jabodetabek,858000000
Toyota,2014-2018,Automatic,5,7,2494,Luar Jabodetabek,858000000
Toyota,2014-2018,Automatic,4,5,2494,Luar Jabodetabek,275000000
Toyota,2019-2023,Automatic,5,7,2494,Luar Jabodetabek,895000000
Toyota,2019-2023,Automatic,5,7,2494,Luar Jabodetabek,895000000
Toyota,2019-2023,Automatic,5,7,2494,Jabodetabek,938000000
Toyota,2019-2023,Automatic,5,7,2494,Luar Jabodetabek,945000000
Toyota,2019-2023,Automatic,5,7,2494,Jabodetabek,975000000
Toyota,2019-2023,Automatic,5,7,2494,Jabodetabek,1080000000
Toyota,2019-2023,Automatic,5,7,2494,Jabodetabek,1095000000
Toyota,<=2013,Automatic,5,7,2694,Jabodetabek,198000000
Toyota,2014-2018,Automatic,5,7,2694,Jabodetabek,360000000
Toyota,2019-2023,Automatic,5,7,2694,Jabodetabek,420000000
Toyota,2019-2023,Automatic,5,8,2754,Jabodetabek,1850000000
Toyota,2019-2023,Automatic,5,7,2755,Luar Jabodetabek,505000000
